Name	SMILES
ketoprofen	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
fenoprofen	CC(C(=O)O)c1cccc(Oc2ccccc2)c1
ifenprodil	CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
dl-methylephedrine	CC(C(O)c1ccccc1)N(C)C
cinnamedrine	CC(C(O)c1ccccc1)N(C)CC=Cc1ccccc1
anastrozole	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
fexofenadine	CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
metyrapone	CC(C)(C(=O)c1cccnc1)c1cccnc1
pivmecillinam	CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C
pivampicillin	CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
adefovir dipivoxil	CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
sivelestat	CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1
nirmatrelvir	CC(C)(C)C(NC(=O)C(F)(F)F)C(=O)N1CC2C(C1C(=O)NC(C#N)CC1CCNC1=O)C2(C)C
stiripentol	CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2
benzethonium	CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
budipine	CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
saquinavir	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
epristeride	CC(C)(C)NC(=O)C1CCC2C3C=CC4=CC(C(=O)O)CCC4(C)C3CCC12C
finasteride	CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
indinavir	CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
boceprevir	CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
talinolol	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
nadolol	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
carteolol	CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
levobunolol	CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O
penbutolol	CC(C)(C)NCC(O)COc1ccccc1C1CCCC1
bufetolol	CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1
timolol	CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
arotinolol	CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1
clenbuterol	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
terbutaline	CC(C)(C)NCC(O)c1cc(O)cc(O)c1
salbutamol	CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
levosalbutamol	CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
pirbuterol	CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
carbuterol	CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1
tulobuterol	CC(C)(C)NCC(O)c1ccccc1Cl
danoprevir	CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
evogliptin	CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F
plinabulin	CC(C)(C)c1[nH]cnc1C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O
trifarotene	CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1
ivacaftor	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
quizartinib	CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
ebastine	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
terfenadine	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
buclizine	CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
dabrafenib	CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
bempedoic acid	CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O
pantethine	CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
calcium pantothenate	CC(C)(CO)C(O)C(=O)NCCC(=O)O
pantothenic acid	CC(C)(CO)C(O)C(=O)NCCC(=O)O
hopantenic acid	CC(C)(CO)C(O)C(=O)NCCCC(=O)O
panthenol	CC(C)(CO)C(O)C(=O)NCCCO
dexpanthenol	CC(C)(CO)C(O)C(=O)NCCCO
tezacaftor	CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1CC(O)CO
odanacatib	CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1
ibutamoren	CC(C)(N)C(=O)NC(COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
macimorelin	CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)NC=O
somantadine	CC(C)(N)CC12CC3CC(CC(C3)C1)C2
chlorphentermine	CC(C)(N)Cc1ccc(Cl)cc1
phentermine	CC(C)(N)Cc1ccccc1
naldemedine	CC(C)(NC(=O)C1CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C(O5)C1=O)c1nc(-c2ccccc2)no1
phenaglycodol	CC(C)(O)C(C)(O)c1ccc(Cl)cc1
chlorobutanol	CC(C)(O)C(Cl)(Cl)Cl
beta-hydroxyisovaleric acid	CC(C)(O)CC(=O)O
enasidenib	CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
ly-3200882	CC(C)(O)c1cc(Nc2cc(Oc3cn(C4CC4)nc3C3CCOCC3)ccn2)ccn1
montelukast	CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1
ceftazidime	CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O
fenofibric acid	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
ciprofibrate	CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
bezafibrate	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
etofibrate	CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1
fibric acid	CC(C)(Oc1ccccc1)C(=O)O
bucillamine	CC(C)(S)C(=O)NC(CS)C(=O)O
penicillamine	CC(C)(S)C(N)C(=O)O
budralazine	CC(C)=CC(C)=NNc1nncc2ccccc12
phenothrin	CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
feprazone	CC(C)=CCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
levomenol	CC(C)=CCCC(C)(O)C1CC=C(C)CC1
plaunotol	CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO
peretinoin	CC(C)=CCCC(C)=CCCC(C)=CC=CC(C)=CC(=O)O
gefarnate	CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C
menatetrenone	CC(C)=CCCC(C)=CCCC(C)=CCC=C(C)C=Cc1c(C)c(O)c2ccccc2c1O
tocotrienol	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)ccc2O1
pentazocine	CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
sofalcone	CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1
artepillin c	CC(C)=CCc1cc(C=CC(=O)O)cc(CC=C(C)C)c1O
acetone	CC(C)=O
4-fluoroisobutyrfentanyl	CC(C)C(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
flutamide	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
ciclesonide	CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C
mericitabine	CC(C)C(=O)OCC1OC(n2ccc(N)nc2=O)C(C)(F)C1OC(=O)C(C)C
ibuterol	CC(C)C(=O)Oc1cc(OC(=O)C(C)C)cc(C(O)CNC(C)(C)C)c1
fesoterodine	CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1
ibudilast	CC(C)C(=O)c1c(C(C)C)nn2ccccc12
bromisoval	CC(C)C(Br)C(=O)NC(N)=O
fenvalerate	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
valine	CC(C)C(N)C(=O)O
valganciclovir	CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21
valaciclovir	CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
ab-chimnaca	CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O
ab-fubinaca	CC(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O
dihydroergocristine	CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O
isopyrazam	CC(C)C1C2CCC1c1c(NC(=O)c3cn(C)nc3C(F)F)cccc12
nateglinide	CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
fusafungine	CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O
tosedostat	CC(C)CC(C(=O)NC(C(=O)OC1CCCC1)c1ccccc1)C(O)C(O)=NO
pregabalin	CC(C)CC(CN)CC(=O)O
sibutramine	CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
leucine	CC(C)CC(N)C(=O)O
carfilzomib	CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1
bortezomib	CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
ubenimex	CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O
ixazomib	CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
bromocriptine	CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12
buthiazide	CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
testosterone isocaproate	CC(C)CCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C
cholesterol	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
tiocarlide	CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1
amprenavir	CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
darunavir	CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1
fosamprenavir	CC(C)CN(CC(OP(=O)(O)O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1
isobutyl alcohol	CC(C)CO
sobuzoxane	CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
bepridil	CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
pimavanserin	CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
reparixin	CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1
ibuprofen	CC(C)Cc1ccc(C(C)C(=O)O)cc1
ibuprofen meglumine	CC(C)Cc1ccc(C(C)C(=O)O)cc1
dexibuprofen	CC(C)Cc1ccc(C(C)C(=O)O)cc1
ibuprofen piconol	CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
imiquimod	CC(C)Cn1cnc2c(N)nc3ccccc3c21
oric-101	CC(C)N(C)c1ccc(C2CC3(C)C(CCC3(O)C#CC(C)(C)C)C3CC=C4CC(=O)CCC4C23)cc1
disopyramide	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
selexipag	CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
pramiracetam	CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
iprazochrome	CC(C)N1CC(O)c2cc(N=NC(N)=O)c(O)cc21
terconazole	CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
proguanil	CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1
clofazimine	CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
belumosudil	CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
ipatasertib	CC(C)NCC(C(=O)N1CCN(c2ncnc3c2C(C)CC3O)CC1)c1ccc(Cl)cc1
adaprolol	CC(C)NCC(O)COc1ccc(CC(=O)OCCC23CC4CC(CC(C4)C2)C3)cc1
atenolol	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
betaxolol	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
bisoprolol	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
(s)-carazolol	CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
pindolol	CC(C)NCC(O)COc1cccc2[nH]ccc12
nipradilol	CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2
propranolol	CC(C)NCC(O)COc1cccc2ccccc12
dexpropranolol	CC(C)NCC(O)COc1cccc2ccccc12
orciprenaline	CC(C)NCC(O)c1cc(O)cc(O)c1
sotalol	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
isoprenaline	CC(C)NCC(O)c1ccc(O)c(O)c1
clorprenaline	CC(C)NCC(O)c1ccccc1Cl
iproniazid	CC(C)NNC(=O)c1ccncc1
delavirdine	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
propazin	CC(C)Nc1nc(Cl)nc(NC(C)C)n1
maribavir	CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O
isopropyl alcohol	CC(C)O
fenofibrate	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
tenofovir alafenamide	CC(C)OC(=O)C(C)NP(=O)(COC(C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
adafosbuvir	CC(C)OC(=O)C(C)NP(=O)(OCC1(F)OC(n2ccc(=O)[nH]c2=O)C(C)(O)C1O)Oc1ccccc1
uprifosbuvir	CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1
sofosbuvir	CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1
tafluprost	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(F)(F)COc1ccccc1
travoprost	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1
latanoprost	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
tenofovir disoproxil	CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
verdiperstat	CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21
apomine	CC(C)OP(=O)(OC(C)C)C(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OC(C)C)OC(C)C
ozanimod	CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N
umbralisib	CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F
ipriflavone	CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
flutolanil	CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
isopropamide	CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
propantheline	CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
ipratropium	CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
atorvastatin calcium	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
atorvastatin	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
ganetespib	CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O
defibrotide	CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1OP(=O)(O)O
ecabet	CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2
amlexanox	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
propofol	CC(C)c1cccc(C(C)C)c1O
fenoxazoline	CC(C)c1ccccc1OCC1=NCCN1
ritonavir	CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
cobicistat	CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
rosuvastatin	CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CCC(O)CC(O)CC(=O)O
fluvastatin	CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
voxelotor	CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O
dimetindene	CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
paricalcitol	CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C
fenretinide	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1
tretinoin	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
isotretinoin	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
alitretinoin	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
vitamin a	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO
astaxanthin	CC(C=CC=C(C)C=CC1C(C)C(=O)C(=O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)C(=O)C(=O)CC1(C)C
chlorhexadol	CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl
sacubitrilat	CC(CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O
terodiline	CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C
tauroursodeoxycholic acid	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
dehydrocholic acid	CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
cholic acid	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
ursedeoxycholic acid	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
ursodeoxycholic acid	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
chenodeoxycholic acid	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
deoxycholic acid	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
niaprazine	CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1
dobutamine	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
nylidrin	CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
labetalol	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
clobutinol	CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
trimipramine	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
oxomemazine	CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21
cyamemazine	CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
alimemazine	CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
dexrazoxane	CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
dixyrazine	CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
dextromoramide	CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
promethazine	CC(CN1c2ccccc2Sc2ccccc21)N(C)C
ergometrine	CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
pyriproxyfen	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
phenoxybenzamine	CC(COc1ccccc1)N(CCCl)Cc1ccccc1
isoxsuprine	CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1
benproperine	CC(COc1ccccc1Cc1ccccc1)N1CCCCC1
captopril	CC(CS)C(=O)N1CCCC1C(=O)O
zofenopril	CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O
bethanechol	CC(C[N+](C)(C)C)OC(N)=O
silodosin	CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
carbidopa	CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O
fenoterol	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
benfluorex	CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1
benzphetamine	CC(Cc1ccccc1)N(C)Cc1ccccc1
lisdexamfetamine	CC(Cc1ccccc1)NC(=O)C(N)CCCCN
fenproporex	CC(Cc1ccccc1)NCCC#N
prenylamine	CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
clobenzorex	CC(Cc1ccccc1)NCc1ccccc1Cl
mesocarb	CC(Cc1ccccc1)[n+]1cc(N=C([O-])Nc2ccccc2)on1
darolutamide	CC(Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc(C(C)O)[nH]n1
tenofovir	CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
lsz-102	CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(C=CC(=O)O)cc1
methyldopa	CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
metyrosine	CC(N)(Cc1ccc(O)cc1)C(=O)O
acetamide	CC(N)=O
alatrofloxacin	CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21
alanyl glutamine	CC(N)C(=O)NC(CCC(N)=O)C(=O)O
alanine	CC(N)C(=O)O
cathinone	CC(N)C(=O)c1ccccc1
levonordefrin	CC(N)C(O)c1ccc(O)c(O)c1
metaraminol	CC(N)C(O)c1cccc(O)c1
phenylpropanolamine	CC(N)C(O)c1ccccc1
rimantadine	CC(N)C12CC3CC(CC(C3)C1)C2
heptaminol	CC(N)CCCC(C)(C)O
indopan	CC(N)Cc1c[nH]c2ccccc12
4-fluoroamphetamine	CC(N)Cc1ccc(F)cc1
hydroxyamphetamine	CC(N)Cc1ccc(O)cc1
tenamfetamine	CC(N)Cc1ccc2c(c1)OCO2
amphetamine	CC(N)Cc1ccccc1
dextroamphetamine	CC(N)Cc1ccccc1
ipi-549	CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1
bupropion	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
ramiprilat	CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21
enalaprilat	CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
evocalcet	CC(NC1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12
cinacalcet	CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
ritodrine	CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
cafedrine	CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1
safinamide	CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
mebanazine	CC(NN)c1ccccc1
olutasidenib	CC(Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O
inavolisib	CC(Nc1ccc2c(c1)OCCn1cc(N3C(=O)OCC3C(F)F)nc1-2)C(N)=O
duvelisib	CC(Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
bicalutamide	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
etidronic acid	CC(O)(P(=O)(O)O)P(=O)(O)O
teriflunomide	CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
trimegestone	CC(=O)C(O)C1(C)CCC2C3=C(CCC21C)C1=C(CC3)CC(=O)CC1
iopamidol	CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
lactic acid	CC(O)C(=O)O
calcium sodium lactate	CC(O)C(=O)O
magnesium lactate	CC(O)C(=O)O
ammonium lactate	CC(O)C(=O)O
calcium lactate	CC(O)C(=O)[O-]
sodium lactate	CC(O)C(=O)[O-]
rapastinel	CC(O)C(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(N)=O)C(C)O
threonine	CC(O)C(N)C(=O)O
sapropterin	CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1
